Area (Pxl),Mean diff. to neighbors (abs) Layer 1 (0),Mean diff. to neighbors (abs) Layer 2 (0),Mean diff. to neighbors (abs) Layer 3 (0),Mean diff. to neighbors (abs) Layer 4 (0),Compactness,Mean diff. to neighbors Layer 1 (0),Mean diff. to neighbors Layer 2 (0),Mean diff. to neighbors Layer 3 (0),Mean diff. to neighbors Layer 4 (0),Shape index,Mean Layer 1,Mean Layer 2,Mean Layer 3,Mean Layer 4,Standard deviation Layer 1,Standard deviation Layer 2,Standard deviation Layer 3,Standard deviation Layer 4,Main direction,Number of neighbors,GLCM Entropy Layer 1 (all dir.),GLCM Entropy Layer 2 (all dir.),GLCM Entropy Layer 3 (all dir.),GLCM Entropy Layer 4 (all dir.)
19,195.326317519637,281.865384615385,199.918002824885,184.897244006556,1.89473684210526,195.326317519637,281.865384615385,199.918002824885,184.897244006556,1.49120227015865,480.578947368421,685.0,473.736842105263,461.526315789474,117.069622015671,171.433583886619,125.29789434332,125.450501214015,128.345639832359,2,5.28492847037728,5.29749125001468,5.30661160765362,5.30661160765362
9,327.965364651333,454.867898698455,305.89706870665,306.754727141793,1.0,327.965364651333,454.867898698455,305.89706870665,306.754727141793,1.0,593.666666666667,817.777777777778,551.111111111111,554.333333333333,200.655592163953,278.198082019819,198.019889261685,203.719305799808,0,4,4.58473153259825,4.58473153259825,4.56547744424937,4.58473153259825
531,45.9452691888763,90.1040270434971,79.6217094044944,90.2553765519923,1.62284199713839,-45.9358123380691,-90.0151796585018,-79.1965948325245,-90.2553765519923,1.88773920922195,186.229755178908,209.075329566855,104.598870056497,94.5028248587571,14.5179912975188,20.5186510542785,16.7626366489223,17.6734741048677,96.4286725386734,8,6.96235199007148,7.45501384681207,7.1284952777387,7.29218933954456
20,49.3919962335217,107.144962335217,87.4474307237019,83.9290422383643,1.64109366235162,-8.60244821092276,12.1314702717245,4.96449421576538,0.925073984395998,1.67705098312484,224.3,320.4,190.85,173.7,23.2488709403274,40.1091012115703,27.6247624424174,26.3630423130563,111.45544682906,2,5.28900612261723,5.1355603261557,5.27660649596214,5.17548417870993
90,39.1610669191919,93.6728472222222,70.0638005050505,60.5234343434344,1.47157319000931,39.1610669191919,93.6728472222222,70.0638005050505,60.5234343434344,1.58113883008419,286.755555555556,422.722222222222,279.677777777778,263.088888888889,13.7520189314642,23.3885193953396,13.9887476826335,13.9448472717378,110.393340219559,2,6.24179662835482,6.38622251421403,6.16982719615319,6.21764528684142
1152,40.5668376247759,73.1195402249294,63.7955588518563,76.0634255901991,1.98564698757985,-1.5891561148536,-5.96695425425234,-7.18739361751755,-13.0134574911671,1.97400643081245,229.861111111111,287.626736111111,173.7578125,188.928819444444,11.0912322173314,18.6548859897745,16.2542577137793,21.8603157696941,78.5292857589466,8,6.96976759028145,7.56460479289254,7.33419133735126,7.61909968881211
128,48.509601300453,97.304178826602,71.8540867474996,61.16215810779,2.4375,21.6708721337863,20.8678246599354,17.8791284141663,17.8274914411233,2.29809703885628,254.8046875,331.7265625,215.421875,211.5,22.4868220415279,40.1745634006593,27.8255192491421,20.6526330040506,94.8738410174611,4,6.78163326263905,6.91077403702421,6.88601883631857,6.66594414447442
476,24.0396426981521,41.4168941733237,35.5985867553287,75.9861299475959,3.02521008403361,11.883384846199,16.3396353916273,19.4750148424284,0.241842772666724,2.20007639286771,261.336134453782,346.859243697479,230.439075630252,270.647058823529,9.05633842840611,12.9312637673698,9.45569425094696,12.2901465179842,82.4760347480099,5,6.41749440226835,6.98112294025732,6.63919392936856,7.06712843487311
169,63.595672269246,124.987072506868,105.855573862048,157.005657211495,2.27932675597032,-27.9539022412612,-47.9741754868076,-36.9907052876512,-75.0732936423383,2.0,281.266272189349,396.544378698225,273.455621301775,326.715976331361,17.5436931723941,29.5662846887206,25.5324271322739,39.0084474893077,12.5752673228159,8,6.90000808897784,7.08689097000329,7.0150359446485,7.08132187021895
84,116.633382479546,205.016388133696,169.665572188996,153.256653126128,1.23809523809524,116.633382479546,205.016388133696,169.665572188996,113.748855467842,1.63663417676994,411.047619047619,639.5,473.738095238095,602.928571428571,56.1623719062914,96.293759378467,80.4931406494366,96.1683525948964,179.433609485444,3,6.59390594088783,6.57518213197302,6.651323996759,6.63956579442023
111,59.3404802679896,103.821603817002,77.8333379272201,87.5969619019705,2.18775772200189,-59.3404802679896,-103.821603817002,-77.8333379272201,-87.5969619019705,1.85085809171737,176.801801801802,204.585585585586,130.990990990991,136.954954954955,14.7360071479157,16.6600717412278,12.7183597839704,13.7941020085831,103.866330054937,3,6.49618991727733,6.45749757410048,6.38202886795092,6.36304631315478
153,32.3368423053458,66.49594551988,74.6982948993972,114.132927519889,2.06662256537312,1.78795631626485,6.59755863568398,18.9653536834878,6.60345454879915,1.65732677108161,220.052287581699,296.444444444444,223.816993464052,261.0,18.6132958486311,31.4827245685628,26.9643768650216,34.5062275330424,105.072472867406,8,6.87554894724619,6.98385750056253,6.86439391052753,6.88952904463036
69,62.3526183822966,104.548964651783,52.7014898237375,46.2159320879116,1.15942028985507,62.3526183822966,104.548964651783,52.7014898237375,30.6342801034464,1.08347267777192,303.579710144928,413.565217391304,246.927536231884,249.072463768116,41.1749205351436,51.337044358859,33.9143502783027,45.0028401166807,95.6356312284535,2,6.28175700409538,6.29542344356352,6.32796529910294,6.36395928961137
91,43.9655455005449,80.2169738716539,81.3070233699103,89.0644973673134,2.54945054945055,-11.8347715659012,8.30244395712399,61.7570509409056,87.8621951892047,1.93932694793555,275.637362637363,433.692307692308,392.186813186813,475.901098901099,20.8935115242397,39.1614556823168,35.9850127801738,47.9033034592491,175.171945388931,3,6.30949379358567,6.54740933532017,6.54007877156986,6.54642011239853
238,26.4809830031686,28.545916465187,22.5519547252059,88.1225382032056,1.88143680804706,13.3974382481987,16.4662044840463,11.4615170125064,-5.77789787483624,2.3659435909654,249.852941176471,340.298319327731,223.785714285714,361.357142857143,9.00836514635096,10.5024645622462,9.55700970878627,45.7391509319008,92.6520573135382,5,6.30025233035551,6.57910313394281,6.36403981289005,7.50889453809092
138,38.383461439593,60.0667014559443,44.1754099546686,180.071289940989,3.98269142056936,-38.383461439593,-60.0293328853277,-44.1754099546686,-92.6038681896797,3.61784025572468,211.31884057971,297.079710144928,190.231884057971,449.115942028986,16.1096719113247,20.212301317605,18.0367137078199,51.7536069545711,94.6920790073322,8,6.85280926050458,6.87799048980766,6.78256644466882,6.93619753384779
196,30.049411368003,67.301512333339,47.2040379304914,184.794822597733,1.53061224489796,1.00097892043752,-6.56054297773291,-13.1716253435285,56.411046517399,1.64285714285714,243.780612244898,360.581632653061,225.811224489796,701.285714285714,26.7142443015847,36.6607234275649,24.1918369714176,111.960406631368,91.3508065931558,4,7.20659789777463,7.28200993504099,7.20190829319063,7.31799211550467
370,40.936556469653,66.1354053947548,50.2971411890323,160.923356468655,5.71621621621622,6.19572489852352,4.11383485626389,-8.19112216981889,110.388071796228,3.45717037865174,253.17027027027,371.932432432432,230.110810810811,721.937837837838,23.7819073276969,34.4447583903525,23.7811222405138,90.2535403254133,109.549593527839,10,7.71960421802047,7.89448577284362,7.72346208728403,7.94967666022333
142,26.7970821451721,53.5015925274505,49.6526771377055,109.789799267254,2.40845070422535,-10.2262629252505,-12.7486288005173,32.7982203972628,-1.74283654763567,2.51754407489007,271.478873239437,427.387323943662,413.612676056338,568.612676056338,17.0069241532075,26.829888891107,22.0858914214703,30.8131233683302,173.766924216829,4,6.80270139560707,6.91686852809071,6.88827352105667,7.00852151531754
57,64.5974678736177,96.5583127664683,56.129032480289,181.69159501573,1.68421052631579,-64.5974678736177,-96.5583127664683,-56.129032480289,-181.69159501573,2.45038486057033,188.368421052632,278.736842105263,175.859649122807,557.052631578947,16.6149706103899,25.3899595542817,18.5315649129397,48.9430105586949,90.4382586818464,2,6.01980095634106,6.07345402291482,5.99354782125259,6.07204328874661
70,60.970858171691,108.039931621895,80.8021018471943,75.8452787999929,2.15813353745183,60.970858171691,108.039931621895,80.8021018471943,72.6187907047548,2.15141149680191,336.042857142857,542.385714285714,444.257142857143,716.485714285714,25.5183047546467,42.1806634294314,43.1544355324276,64.7936819797255,173.547588730635,3,6.43610832471764,6.4600631590083,6.4864538217835,6.45134347926403
231,46.7300945074633,80.9275542581151,79.2914256855048,52.2018760332746,5.14285714285714,18.497230149599,32.7951588757196,31.6739428211469,18.0784825513027,3.94771016975861,289.112554112554,462.510822510822,309.056277056277,850.770562770563,21.8187212191963,33.2855755028047,32.6307074189203,76.3381869520703,105.175912417701,8,7.38905299458335,7.5314162997839,7.53267680420921,7.55838131487186
567,21.4299270273916,49.4496532423233,39.8038545502059,83.7251487953363,2.35273368606702,-1.20069846013628,10.962116337278,1.69420911396117,81.1090276674307,2.07880460155075,251.657848324515,396.816578483245,244.007054673721,846.305114638448,17.8600093503511,30.2478568967627,27.5530583795941,61.1102195485842,97.6078528835342,6,7.50314093399968,8.02281821066087,7.91621256268096,8.10181485136405
272,33.9069690937542,55.1184284095232,61.478434241261,57.4945215459922,1.18382352941176,-27.5161186640762,-33.7380937447931,-42.6468044905953,57.4945215459922,1.21267812518166,243.613970588235,396.691176470588,231.926470588235,911.397058823529,15.6830353866945,25.9552824459921,23.1153222525097,66.8037379426792,86.4168906787812,2,6.88491428560585,7.22198325091759,7.26366828835749,7.4071052641432
70,67.7588744588745,115.517748917749,109.515151515152,11.9865800865801,1.62857142857143,67.7588744588745,115.517748917749,109.515151515152,11.9865800865801,1.49403576166799,356.871428571429,578.028571428571,418.571428571429,862.757142857143,17.1655147886448,22.4804495561131,20.8987842630494,58.7501819363227,177.682145249183,1,6.13493498624878,6.12012484201802,6.18079153953659,6.34678106937443
112,38.2872167420239,71.8908500373416,90.6666268843897,84.9939696371524,2.223389665739,-8.19708955625298,-10.9092051362429,-23.2143319075779,-1.18762808611195,2.40952351543382,279.044642857143,442.392857142857,318.223214285714,719.625,25.7794174518775,47.7221042567686,47.0663873506328,87.7358174334421,170.548464676611,7,6.81071727812864,6.87781906291983,6.83446688613369,6.92973950304341
108,123.052019233311,197.094335684138,132.688955116993,122.9944350089,1.83333333333333,47.6961991274913,73.0017430915454,41.6955688736065,29.5909958554606,1.97261341973122,358.009259259259,539.851851851852,421.046296296296,477.675925925926,80.7025282281433,126.550444839847,105.729948126002,102.88935343401,175.873845170164,4,6.62837803643163,6.63967523136779,6.60150468879683,6.68196723098286
243,33.7204746662941,68.8404408411492,62.6645721109971,110.894034409874,1.27580925264852,-11.2814392764476,-20.8122832333428,-34.9081129380848,78.5591335118455,1.31507561315415,233.781893004115,363.798353909465,202.954732510288,860.407407407407,12.1958368949736,17.6424384695101,18.949630229474,60.3421201795563,88.1539028799338,4,6.49706391782935,7.05269944740049,6.99923673947108,7.1797740042604
2,527.490740740741,868.648148148148,636.953703703704,653.824074074074,1.0,527.490740740741,868.648148148148,636.953703703704,653.824074074074,1.06066017177982,885.5,1408.5,1058.0,1131.5,45.5,83.5,64.0,65.5,179.773468853042,1,1.74806734854609,1.74806734854609,1.74806734854609,1.74806734854609
671,24.8137874495205,51.6955399869574,79.4539773113898,108.348706791204,1.63636363636364,-18.4835205812232,-32.9593964071542,-61.5882226699902,-84.4557522132806,1.85301944755724,253.813710879285,372.314456035768,288.769001490313,348.532041728763,16.8292783808319,28.0495795287267,21.6906579584195,27.9410455865418,176.016905078528,6,7.45853625854946,8.04216658889498,7.75108351348256,7.98566964056312
225,34.3675497239664,71.8341655075822,54.9795181331848,177.725162286496,2.68535611327813,7.35971950680284,16.4316165436998,6.04002032835365,104.528459335126,2.16666666666667,233.346666666667,352.195555555556,206.76,775.493333333333,15.7481512142432,19.550890352622,20.7616141526189,64.3804055767146,75.035611504167,4,6.93708181076105,7.17779456741116,7.02166195982112,7.31794544137389
160,42.7630642881428,85.4297687099521,58.5270039483815,286.163833290034,3.49007768862415,-42.7630642881428,-76.9939278161349,-48.8727196741879,-223.272737859926,2.5298221281347,168.76875,215.59375,112.325,365.45,28.6175693139284,37.5172121957043,24.1980241962025,84.4689883921903,69.0522877686047,6,7.01888483185239,7.07937878209353,6.87189207811215,7.0842856283499
93,15.4121481895188,37.993510890434,33.0787311074954,192.504353344814,1.79857233656028,-8.86599411729084,-37.993510890434,-33.0787311074954,-192.504353344814,1.4517323726226,173.838709677419,196.311827956989,90.258064516129,221.698924731183,20.0961614708369,21.2946449397538,14.0642941681213,47.9084667009861,75.0233892632225,4,6.32233642395375,6.40464057270461,6.00782393976549,6.5197965257629
297,70.3919046304864,112.782593237987,81.150710198451,77.6056771176431,2.54068443880546,-19.316335329021,-30.2602341970041,-13.9255111187345,-9.81785679379206,3.68464371772894,316.111111111111,449.535353535354,320.383838383838,339.447811447811,28.8738888796574,42.1622598722478,31.6886283453795,33.1592139780366,29.4938668554677,8,7.62009773971668,7.6599500004635,7.6264104774576,7.64946031369215
49,84.5437749087308,145.238309253565,116.922571603902,120.272004341199,1.57142857142857,-84.5437749087308,-145.238309253565,-116.922571603902,-120.272004341199,1.28571428571429,239.857142857143,317.30612244898,213.34693877551,230.102040816327,40.9200315199273,54.1427456017067,38.5992233296127,42.5662724096847,3.00654468810983,2,6.04743217562525,5.99518139806549,6.00122236358791,6.02033703012474
643,57.1924196206286,94.8692600751102,77.7659187147457,83.5181957803883,5.97647662053152,12.2280972099447,20.528259238356,18.6794275590827,24.3379452794035,4.79149226585498,353.415241057543,508.076205287714,364.869362363919,388.615863141524,24.6018412313277,37.3827927985558,31.4839569217456,31.743923830384,18.3052485133916,22,7.94144840132047,8.30354087432185,8.12116149667647,8.17415621982508
86,65.5310559273217,114.353673484626,96.3357317329534,111.468345159349,3.01490184686396,14.9749026004985,29.6678680908207,39.6063593626446,41.7672800213691,2.58798655688252,310.081395348837,435.488372093023,316.244186046512,328.872093023256,67.5005969166163,99.7962743614194,69.8529911540994,75.5572779052851,28.6520630876137,2,6.61316901065572,6.63316254545625,6.61222218898314,6.67396186363805
173,41.8997143148272,79.5775857693157,60.1332597137904,70.690758549471,2.50867052023121,2.80818967769788,3.29366155939067,-2.23349332587481,-11.2372950236044,2.54695783625351,308.560693641619,425.121387283237,266.127167630058,257.890173410405,27.6297373430521,41.8228061569099,29.7219486746436,26.6216168080158,82.341106783616,4,7.06281299085672,7.25025848344698,7.09475820669439,7.1034821714297
319,73.9911883582354,127.040398132087,96.5121173485881,112.186141902757,3.22712431831125,13.5190236830374,26.0694805265057,18.0044089594743,-15.9473035372192,3.24737656354396,348.244514106583,502.561128526646,329.438871473354,341.059561128527,23.1364311168903,37.4614768897874,28.6397228359194,42.2308875484552,70.9447862035231,12,7.49490483830972,7.68332729495991,7.55786569122284,7.75109809590887
125,147.486917598014,264.282605221817,200.014389994752,193.321735776929,5.67105997589174,23.6249282825425,39.1659415047321,26.9125305863912,27.0029690217206,3.57770876399966,460.272,711.144,504.864,506.368,71.8951877110005,119.767889118912,87.2158099429225,90.1474823608514,119.75671754407,7,7.08762999219444,7.06567679378293,7.03941239734433,7.04845475287751
142,109.516145473127,193.139122266064,146.364921941461,141.014389395536,1.71007507290778,49.2795295292679,83.5187027794473,55.6695055760247,49.6990282532133,1.76228085242305,604.06338028169,961.204225352113,687.112676056338,679.985915492958,42.8377572677266,65.9670787219212,46.2316729720702,47.3774157161033,113.062748608959,3,7.0299082291184,7.0129987518297,7.031514774334,7.04306386697146
156,93.3638924049094,170.870920254787,135.972197812464,140.161760350331,2.88461538461538,-60.8261048857498,-104.357560942586,-70.868224094224,-71.1288831866047,2.48198638397885,236.897435897436,305.775641025641,190.974358974359,190.179487179487,31.3880141028836,57.0628953175792,48.1968384852544,50.0846062613294,109.755194534477,6,6.94945392797982,6.92568458750519,7.01416047907664,6.98002266367033
1041,47.3872067808449,80.6573971796173,66.8803806726177,91.8800116801699,2.72144641946189,8.36115391115054,6.76698341153751,1.47268050722629,-24.2022452844115,2.69645941407579,276.167146974063,367.167146974063,227.470701248799,232.771373679155,23.52391462932,32.9551104523199,24.3152003625822,30.0092458844752,122.914331344228,12,7.99373836400332,8.29096877905955,8.01340706386468,8.15049941503151
113,42.0836628644779,78.2296887303503,70.7831323497932,88.1208784161058,2.54867256637168,15.0647773575919,14.5839506789308,12.4121510120755,-24.9300959903332,2.58698238805489,320.256637168142,449.663716814159,302.362831858407,341.380530973451,27.9657751518137,39.2075508845207,31.5959171628412,42.5501928666888,171.433674535633,5,6.82443143530758,6.92504368441339,6.89271499221232,6.88367690731906
470,82.7206026847194,150.1095071276,131.109862333835,116.564327124396,2.77490477098055,34.6763533499688,67.058576587881,59.7550889075379,59.6038981850462,3.29804906870326,347.565957446809,518.489361702128,367.651063829787,461.195744680851,45.4706230934747,70.3490907381017,54.1145509685504,75.2152088441343,121.745147569368,9,8.08099750015197,8.07173598957058,8.10226645447996,8.06229682147731
89,47.9256884905975,66.7227345148978,49.2057887885819,13.1022672054423,1.92503266283002,47.9256884905975,66.7227345148978,49.2057887885819,4.72882507674595,3.65699268602194,322.213483146067,451.61797752809,297.539325842697,375.61797752809,15.169804358402,19.1255494849332,13.952613367045,19.9180938677713,122.572298323104,2,6.47366402605403,6.5131718827729,6.44031150839269,6.59164172473124
514,22.0866059881636,29.514089850167,20.4576680824185,63.6093131825059,3.55858724220886,-12.7470609983044,-18.4579475410864,-15.5432202705586,15.6339894630226,4.12410820450801,243.262645914397,343.649805447471,226.071984435798,422.655642023346,14.571675979758,20.6822808511847,14.7236764102847,25.2864541580545,120.094027907497,6,7.22696377306662,7.61512634400721,7.23896167616193,7.82311591772345
403,61.3818280453237,109.073308162702,85.9732078372679,86.9754889597688,2.61525325342411,-13.1265487791453,-22.3542756977644,-19.7063711376597,-19.6717745002069,3.16316030680566,304.51364764268,416.573200992556,265.245657568238,256.131513647643,33.1569945889045,48.8064641655612,31.7651384320111,34.9906059628769,47.5170120428715,6,7.88025541334251,7.89637118247516,7.81560274386545,7.86483115903903
107,66.8803703096444,101.538858566742,83.5460820119684,140.252271798453,2.13484968808688,6.08547154014718,8.24830617427637,11.022777331846,75.3943473471215,1.83679932918676,303.953271028037,435.822429906542,278.168224299065,523.327102803738,22.7552533433697,31.8782183521996,22.5664070827103,86.5851399588852,114.186941748135,5,6.67551370858654,6.7544619651524,6.71416288478623,6.75649779611765
75,81.4074526905051,135.998815832901,99.8005919391297,162.209537723403,1.56,-81.4074526905051,-135.998815832901,-99.8005919391297,-162.209537723403,1.32790561913614,210.613333333333,281.813333333333,164.733333333333,297.346666666667,26.2154627822758,43.8760962509454,36.512767934275,81.5067266481048,9.63020594734999,4,6.22559029323336,6.27509567739272,6.24763769798184,6.39326312903096
231,100.215192445025,172.281426141239,130.974443506269,122.671439122254,2.91671152026843,99.4022415070745,170.753314669377,129.554448917524,121.573342080407,2.63180677983908,670.640692640693,1082.36363636364,787.354978354978,780.91341991342,32.979540915555,48.9215935354704,38.1965123730828,35.5436606337594,110.677548554198,8,7.36131215943127,7.4015788407697,7.4080848947502,7.35972538337038
23,105.722719810454,187.493864682632,143.492245568583,139.67236128918,2.10751682313725,15.3396638212597,42.9470151127645,46.503416835509,48.8689379435568,1.77237251948514,574.608695652174,928.782608695652,684.304347826087,684.434782608696,28.5531375424154,41.8516599034382,32.4953973765775,29.2691053723992,131.221423936129,2,5.15973323032172,5.11651603565458,5.20550483676044,5.1960265894776
156,84.9391616502823,160.449052848739,128.434509147638,117.743461171936,2.64614766258664,-35.0159054236399,-47.4742620455621,-16.9567423139273,-25.255946421237,2.40192230707631,330.474358974359,494.884615384615,363.288461538462,377.5,22.743961925669,42.3840744067113,39.3296406809758,39.1211956453014,9.821708554761,6,6.94528868737905,7.09325526275215,7.03262277461331,7.01679277697543
231,30.7105640881897,69.5356124697136,69.9411550646568,79.0397330665178,2.06137915870551,-19.6186314203677,-38.7633982639343,-31.2240105725881,-7.41756285423663,2.20413817811523,288.679653679654,400.757575757576,272.623376623377,313.246753246753,32.1482156245949,43.5131678453916,31.4231167675376,54.0937511920741,9.70800227393366,5,7.25373656462129,7.38780181281832,7.25963023475956,7.37338801964381
87,139.840860187344,247.3026729916,191.225965021553,167.717585902525,2.98742300452471,10.6852658610214,21.899969967271,15.3682898660215,-4.33007450177985,2.51946445686882,539.965517241379,849.206896551724,602.758620689655,607.126436781609,75.9631562653234,128.816642204179,90.277982641515,101.576176566773,131.039725941996,5,6.60252751781182,6.60579691665639,6.61365370420825,6.66218570421196
35,119.029447606914,207.941996237414,162.55319935829,134.51339359779,3.08571428571429,-12.0646223071715,-37.3966183918452,-29.9829491769475,-14.451218821924,2.02837021134844,405.257142857143,594.285714285714,402.857142857143,482.828571428571,56.4944208912414,90.417309161014,69.8018185834083,73.2539558031941,1.86608423891749,6,5.75942864458285,5.72281578449812,5.81746273069636,5.81976710166344
11,168.857486215185,251.105612894104,182.039728545172,178.293227767567,1.45454545454545,168.857486215185,251.105612894104,182.039728545172,178.293227767567,1.20604537831105,522.272727272727,759.181818181818,546.909090909091,566.909090909091,87.0538923040738,118.009874919484,87.5416311824417,88.0841070645288,135.001326920034,1,4.74514367969454,4.71363698966909,4.72939033468182,4.74514367969454
293,46.5070462131657,81.8332304121661,65.4415432456915,249.132629774503,1.96245733788396,-2.6937900588446,16.6750615247643,-9.77843701908283,249.132629774503,1.57735684215986,236.815699658703,341.136518771331,187.39590443686,618.119453924915,23.4383985129482,39.9411913789312,29.4941467603994,84.2167044448525,59.0848001031972,6,7.35168807944607,7.5544621712936,7.4268242091653,7.55255429127076
285,78.0453819301187,139.384316086874,120.033487388616,115.042420403894,1.97234896366531,59.832064161251,111.033455811789,101.953499569502,95.4212459634535,1.80666407716523,406.621052631579,624.884210526316,463.894736842105,510.915789473684,26.8638590900069,47.6269560614049,41.3839040710131,45.1857755504544,83.2384966894405,5,7.38153533468445,7.47375915815511,7.47380173196914,7.46334551205069
166,72.464395504269,121.514062825282,106.373535926954,121.825898019457,3.74114566828466,-7.05496350466928,-16.2649775316367,-3.87102514143439,-13.3197011808818,3.33744726053723,277.367469879518,389.168674698795,261.132530120482,381.536144578313,48.4824265974716,76.9889397904062,59.4636207676871,83.3781226951763,5.4851289912967,10,7.23662926402553,7.26386859282514,7.26325051476042,7.19475971993388
2,252.659108040201,357.778056229423,227.859129700225,212.838918731589,1.0,252.659108040201,357.778056229423,227.859129700225,212.838918731589,1.06066017177982,659.0,939.0,600.5,544.5,23.0,34.0,20.5,16.5,90.2291849868037,2,1.67642112480633,1.67642112480633,1.67642112480633,1.67642112480633
14,233.557030985727,384.870213424308,275.921075748716,269.855923678324,1.71428571428571,26.7177452714414,34.9416419957362,32.2782186058586,15.7666379640386,1.60356745147455,490.071428571429,725.642857142857,500.214285714286,491.071428571429,124.395948651137,173.837200992709,116.21235400976,112.567100170593,155.573833158166,3,5.01556194867792,5.02326771847574,4.96731929807033,5.02793957690221
329,133.786350758794,239.366659759592,191.628064839319,143.895944918772,2.2639493601482,29.3644190759436,41.3416213414966,24.1529372233736,-3.4509755840483,2.09500781639589,595.398176291793,939.334346504559,669.589665653495,681.337386018237,57.6647590332608,97.1027285103121,74.254913049887,88.9591202544729,51.721831456766,6,7.76001438267478,7.74250116971735,7.7170566104003,7.73922308797119
157,72.9222364931283,132.127385799389,105.165922575146,100.141113874265,2.80891719745223,9.73432753358965,20.5206450317886,10.591269761735,-14.2226423467395,2.51397368607301,356.942675159236,524.369426751592,362.025477707006,368.541401273885,36.8580064223434,55.1994976696659,43.0824936803162,49.5662061841398,129.255768082251,8,7.1673802182963,7.11170834356605,7.14364485766578,7.12214319814216
156,120.94697511936,201.534083326494,146.534475441927,135.003095085785,2.12997861578627,91.2558230174931,153.766553237535,111.233585855323,94.6228404198164,1.68134561495341,436.73717948718,643.038461538462,433.615384615385,412.948717948718,49.8268942130303,78.2920964520934,49.6557974948754,49.3147654166571,35.02892076629,5,7.01649402526881,7.00259805796097,7.0069754952625,7.00431345022249
6,266.244124762399,410.725674317043,316.585351964434,313.842816448571,1.33333333333333,266.244124762399,410.725674317043,316.585351964434,313.842816448571,1.22474487139159,610.333333333333,904.166666666667,670.333333333333,690.166666666667,94.1871659103418,139.281988147148,100.986247688595,106.994418338321,102.984125611,2,3.92750153659506,3.92750153659506,3.88540017544769,4.14510384875685
7,301.026399127692,483.192363670812,357.297105193657,381.129480672584,1.28571428571429,301.026399127692,483.192363670812,357.297105193657,381.129480672584,1.13389341902768,686.142857142857,1044.28571428571,730.142857142857,752.142857142857,112.006923984226,168.564285562948,121.54884799528,130.366985929752,59.4604615433553,2,4.23880528191934,4.31307105126504,4.28831579481647,4.23880528191934
81,53.6713998886002,101.818838635074,82.1155741424596,128.120392170382,1.48148148148148,-53.6713998886002,-101.818838635074,-82.1155741424596,-128.120392170382,1.22222222222222,186.296296296296,230.543209876543,118.395061728395,253.074074074074,17.9577311968793,18.8941491908823,12.7876087904048,85.4034402085262,85.5092222165095,2,6.32978323559088,6.3791879708943,6.01688594169767,6.37210861765728
102,111.542128732776,191.789442500099,147.35459466817,155.144717430515,3.52941176470588,-69.8196230486016,-119.174152941309,-79.3428605506591,-151.631314001511,2.27733934884635,241.598039215686,327.823529411765,207.294117647059,258.647058823529,25.6424356479497,47.7586686032908,39.8992820799569,56.9288594683671,51.4959279370433,7,6.56138505152263,6.68189810349473,6.73144847727178,6.65841382821273
132,140.681041115504,235.577283782034,170.490403115698,153.818507808836,2.52927363587167,-27.1653452329722,-18.5715183290965,-2.54716157562844,-13.1132160602573,2.56764542534654,557.765151515152,916.80303030303,682.742424242424,674.113636363636,47.0193158001089,81.0064007379306,62.1653003195514,60.6263578701133,10.1659847905623,6,6.97306102864603,6.95846165739991,7.00935118818199,6.94682244481043
4,446.96075978162,750.175500454959,521.832916287534,538.811078252957,1.0,446.96075978162,750.175500454959,521.832916287534,538.811078252957,1.0,903.75,1425.5,987.5,999.25,125.6032941447,181.549580005022,129.710254027968,124.489708409973,0,2,3.32787482084425,3.04942995273406,3.04942995273406,2.89305419537838
150,72.5239744977148,120.660796308377,89.4858322694571,85.2341026623924,3.84,0.236074813881036,-4.89472728982036,0.520419231383394,-19.4824377300303,2.53113940087595,364.06,517.693333333333,352.16,322.88,39.5877472626738,57.6385226119552,35.6469877175244,34.9074815285587,92.6734220717487,6,7.07888339452721,7.07032970110979,7.09585218010057,7.03116488825139
10,93.0847589424573,171.223794712286,159.430637636081,223.184136858476,1.0,93.0847589424573,171.223794712286,159.430637636081,223.184136858476,1.10679718105893,446.5,679.3,524.3,611.8,82.4308801360267,127.576682822528,104.546688135014,132.820028610146,90.0327413966024,1,4.69394286592585,4.54492815134296,4.69394286592585,4.69394286592585
63,87.7959452263565,141.002134797991,111.468686214999,129.662761080839,1.26984126984127,-87.7959452263565,-141.002134797991,-111.468686214999,-129.662761080839,1.3228756555323,207.238095238095,274.412698412698,165.650793650794,191.666666666667,22.9815069102082,35.0671170171313,27.7226391527276,42.0521218534922,90.630318376048,3,6.10677144025885,6.13747548781881,6.14451851298108,6.0504671689265
17,303.487186730243,485.960697686681,332.955626865934,354.75708772432,1.17647058823529,303.487186730243,485.960697686681,332.955626865934,354.75708772432,1.0914103126635,628.823529411765,970.764705882353,684.470588235294,750.294117647059,138.526376886951,211.946033478493,149.232198720478,167.438756039996,65.0659231851669,2,5.05560448477473,5.02850094387132,5.05560448477473,5.12671504443839
50,160.144614770751,274.5140505113,209.028020585065,208.76685019223,4.18670035965093,-51.407441727796,-96.7188400606911,-80.1350727131108,-56.1347300853552,2.68700576850888,332.5,478.46,310.82,425.44,67.9621218032515,110.95678618273,83.5410533809575,89.4103260255772,55.9714862008002,6,6.20149856165248,6.17468823141039,6.18829262189937,6.16477762172439
